N_effort,Enquiry,Interface,File,Input,AFP,Added,Duration,PDR_AFP,Output,Effort
-0.4505336380494512,0.108233058784688,-0.2852599292446399,-0.4343253746527557,0.2282629853768396,-0.1246163103035175,-0.4346805598487713,-0.6429749173506781,-0.7583024864024029,-0.5139104021999523,909
0.9455277914254432,0.3361161656773434,-0.2852599292446399,-0.4343253746527557,3.926927672336873,2.522557455900354,-0.4009053507072161,-0.3704839548826426,-0.7334957990016817,1.861090525990506,9094
-0.5568449474730616,-0.5849113913471388,-0.2852599292446399,-0.3153118648167691,-0.3439288804967771,-0.416646547274955,-0.4009053507072161,-0.3704839548826426,-0.3531265921906253,-0.3872436860297945,344
-0.5636398114575267,-0.4424844495392291,-0.2264057554692841,-0.4010015918986794,-0.3151134627909115,-0.4071957305444877,-0.3707489139736846,-0.7792203985846959,-0.5350422997959132,-0.4596246666984561,296
-0.0081596807275037,-0.4709698379008111,-0.2852599292446399,-0.3676778091446032,-0.2101430125766868,-0.3599416468921516,-0.3924615484218273,0.5832344137554819,1.755441836870666,-0.4958151570327869,3503
-0.5636398114575267,-0.499455226262393,-0.2852599292446399,-0.4010015918986794,-0.2801233127195033,-0.3930195054487869,-0.3972865782991923,-1.0517113610527316,-0.6838824242002396,-0.3872436860297945,246
-0.3108142473688873,-0.5849113913471388,0.2444276347335614,0.0655313666583881,-0.2389584302825524,-0.1709253122828069,-0.0655657742303465,2.081934707329677,-0.4110088627923078,-0.0389102165618606,2082
-0.5785035764235441,-0.3760185433622047,-0.1204682426736439,-0.1391718702595088,-0.2039682802111442,-0.2295203760117038,-0.1403537373295045,-0.2342384736486248,-0.9071426108067292,-0.161053121440227,191
-0.0983331881880095,-0.5564260029855569,-0.2852599292446399,-0.2248615973414192,-0.3007057539379787,-0.3675023002765254,-0.2971672083438679,0.8557253762235175,1.5321816502641763,-0.3058150827775502,2974
-0.5496254044895674,-0.0057084946616396,-0.2852599292446399,0.0750524474452671,-0.1381044683120229,-0.1472982704566389,-0.0583282294142989,-0.9154658798187136,-0.8906048192062486,-0.3148627053611329,328
-0.5480682481597942,-0.2146013426465737,-0.2852599292446399,-0.1867772741939035,-0.3109969745472165,-0.3646670552573852,-0.2995797232825505,-0.0979929924146069,-0.6425379451990378,-0.4912913457409955,406
-0.3010466303912187,-0.5849113913471388,0.621094346895838,-0.386719970718361,-0.3254046834001493,-0.2786646230101334,-0.1958415809192023,-0.0979929924146069,-0.2042864677862988,-0.0524816504372346,1785
-0.5388668698474977,-0.5849113913471388,-0.1675515816939284,-0.3676778091446032,-0.263657359744723,-0.4034154038523009,-0.3876365185444623,-0.0979929924146069,-0.3200510089896638,-0.4958151570327869,471
-0.5064497062549453,-0.2715721193697376,-0.2852599292446399,-0.1629745722267061,-0.191618815480059,-0.2900056030866941,-0.2501231670395589,-0.5067294361166603,-0.6508068409992782,-0.432481798947708,700
-0.5067328255876313,-0.5184454851701144,-0.2852599292446399,-0.4343253746527557,-0.2554243832573328,-0.3486006668155909,-0.3888427760138035,-0.9154658798187136,-0.5681178829968746,-0.1927198004827665,579
-0.3990059195005907,-0.5469308735316962,-0.2852599292446399,-0.3629172687511637,-0.2554243832573328,-0.3911293421026934,-0.4274430150327237,-0.7792203985846959,0.3993429256312474,-0.4686722892820388,1211
-0.4113216104724337,-0.3285428960929015,-0.2852599292446399,-0.2201010569479797,-0.2142595008203819,-0.3249736249894228,-0.4177929552779937,-0.6429749173506781,-0.3117821131894235,-0.5139104021999523,1139
1.757089358569995,1.6559391597639723,-0.2852599292446399,0.6844016178055187,1.109191469527588,1.6096085597372194,1.7667393216990237,1.4007073011595887,-0.4275466543927885,2.4175193148808423,14520
-0.5717087124390791,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.3439288804967771,-0.4516145691776838,-0.428649272502065,-0.9154658798187136,1.2262325056552832,-0.4686722892820388,239
-0.3903707798536663,-0.5564260029855569,-0.2852599292446399,-0.386719970718361,-0.3007057539379787,-0.2682687246066194,-0.1922228085111785,-0.5067294361166603,-0.4606222375937499,0.241566083529203,1262
-0.3572458179293989,-0.499455226262393,-0.049843234143217,-0.3010302436364507,-0.2122012566985344,-0.3070170732015351,-0.2452981371621939,-0.0979929924146069,-0.0802530307826934,-0.3510531956954637,1754
-0.3473366412853872,-0.3095526371851801,-0.2852599292446399,-0.0963270067185536,-0.2204342331859246,-0.2871703580675539,-0.2163479578980037,-0.3704839548826426,-0.2869754257887024,-0.4189103650723339,1514
-0.4917275009552709,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.2698320921102656,-0.4043604855253476,-0.4274430150327237,-0.0979929924146069,-0.0389085517814916,-0.4189103650723339,667
0.2245644107404263,0.3551064245850647,-0.1675515816939284,-0.0011161988497643,0.0636034556290362,-0.0707466549398543,0.0622975175198267,1.5369527823936064,0.2008894264254786,-0.4505770441148733,5864
-0.4396335437410384,-0.2715721193697376,-0.2852599292446399,-0.0677637643579168,0.0636034556290362,-0.1312318820148446,-0.4226179851553587,-0.7792203985846959,-0.7417646948019221,-0.4505770441148733,973
0.149396227912281,0.0417671526076635,2.304323716871011,2.912334521935189,0.7963383630067614,1.9299912469000584,2.0453847971168537,0.5832344137554819,-0.7996469654036047,1.8068047904890097,5333
-0.3542730649361954,-0.0436890124770822,0.0678651134074943,-0.4343253746527557,-0.2862980450850459,-0.2238498859734234,-0.2368543348768051,-0.0979929924146069,-0.3862021753915867,-0.0977197633551481,1775
-0.5707177947746779,-0.5849113913471388,-0.2264057554692841,-0.4343253746527557,-0.3439288804967771,-0.2654334795874793,-0.3140548129146456,-0.5067294361166603,-0.8906048192062486,0.3863280448665261,204
-0.0686056582559746,0.3930869424005073,-0.2852599292446399,0.1988264976746932,0.0347880379231706,0.1229950880347239,0.0200785060928827,-0.2342384736486248,-0.551580091396394,0.1013279334836711,3148
0.8809765835730247,-0.4899600968085323,0.5622401731204822,-0.3533961879642848,-0.3439288804967771,-0.2966211747980211,-0.2211729877753687,0.4469889325214641,3.1942297061124885,-0.161053121440227,8716
-0.3982981211688756,-0.3285428960929015,-0.2852599292446399,-0.2581853800954954,-0.2513078950136377,-0.1898269457437414,-0.1150223304733381,-0.3704839548826426,-0.551580091396394,0.1918041593194981,1464
-0.3739498585578756,-0.5279406146239749,-0.2264057554692841,-0.386719970718361,-0.3171717069127591,-0.4109760572366747,-0.4105554104619461,-0.9154658798187136,1.1848880266540815,-0.4370056102394993,1358
-0.5657632064526721,-0.5849113913471388,0.0090109396321386,-0.4343253746527557,-0.3315794157656919,-0.4175916289480017,-0.3635113691576371,-0.2342384736486248,-0.4606222375937499,-0.3872436860297945,281
-0.2097406455999687,-0.129145177561828,-0.2852599292446399,-0.3629172687511637,-0.2821815568413509,-0.361831810238245,-0.4346805598487713,-0.5067294361166603,0.8706699862449478,-0.4822437231574128,2321
0.0858359377242636,0.4025820718543679,-0.2852599292446399,0.1274183917731012,0.1377002440155477,-0.0206573262683779,0.0852164094373106,0.5832344137554819,-0.253899842587741,-0.3148627053611329,4054
-0.2657982734718059,4.077197170498437,3.245990497276702,2.031634549148888,1.4302775525358045,1.5670798844501168,2.2600986266595977,10.256663581370743,-0.8823359234060083,-0.2289102908170973,2400
0.1942706421430193,-0.2146013426465737,-0.0851557384084304,-0.0011161988497643,-0.3027639980598263,-0.1926621907628816,-0.0824533788011241,0.5832344137554819,0.6804853828394195,0.0515660092739663,5650
-0.345496365622928,-0.5849113913471388,-0.2264057554692841,-0.3533961879642848,-0.3439288804967771,-0.3571064018730114,-0.3779864587897322,-0.9154658798187136,0.184351634824998,-0.1339102536894789,1525
-0.5241446645478233,0.0987379293308274,0.1855734609582057,-0.3153118648167691,-0.3439288804967771,-0.3089072365476286,-0.3454175071175183,-0.9154658798187136,-0.7252269032014415,-0.4189103650723339,477
-0.5197563148911895,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.3439288804967771,-0.3986899954870672,-0.3695426565043434,-0.9154658798187136,-0.3365888005901445,-0.2243864795253059,503
0.8390749223354899,0.3266210362234827,-0.2852599292446399,-0.0915664663251141,-0.0146098210011703,-0.1142204119000035,-0.1210536178200443,0.1744979700534286,0.9368211526468708,-0.3917674973215858,8470
-0.4729000653316488,-0.5564260029855569,-0.2852599292446399,-0.3010302436364507,-0.3068804863035214,-0.4005801588331607,-0.4153804403393112,-0.7792203985846959,0.0437804062209119,-0.4686722892820388,778
-0.2379110192022303,-0.0246987535693609,0.0678651134074943,0.2940373055434825,-0.0845901211439868,-0.1680900672636668,0.0249035359702477,-0.1661157330316159,-0.278706529988462,-0.4551008554066647,2597
-0.4710597896691895,0.5260187547545563,-0.2852599292446399,0.2654740631828457,-0.0619494358036638,0.1163795163233968,0.2589174850224517,-0.7792203985846959,-0.8409914444048064,0.2732327625717424,950
0.2051707364514321,0.2981356478619009,-0.2852599292446399,0.1321789321665407,-0.0043186003919326,0.0710155960171541,0.1708606897605399,0.5832344137554819,-0.1298664055841356,0.0515660092739663,5727
-0.2575878128239106,-0.2146013426465737,0.1973442957132768,-0.4010015918986794,-0.3007057539379787,-0.3126875632398154,-0.2585669693249477,-0.6429749173506781,0.1099315726228347,-0.342005573111881,2040
0.021567849204531,-0.4045039317237866,-0.2852599292446399,-0.3343540263905269,-0.2821815568413509,-0.3892391787566,-0.386430261075121,-0.0979929924146069,3.0784651649091237,-0.4912913457409955,3677
-0.5082899819174046,-0.5849113913471388,-0.2852599292446399,-0.3343540263905269,-0.2574826273791804,-0.3315891967007499,-0.4346805598487713,-0.9154658798187136,-0.6260001535985571,-0.2243864795253059,570
0.0357238158388333,-0.5849113913471388,0.1855734609582057,-0.386719970718361,-0.3171717069127591,-0.3693924636226188,-0.2911359209971617,-0.0979929924146069,0.0768559894218732,-0.2605769698596367,1223
-0.4520907943792244,-0.499455226262393,-0.2852599292446399,-0.3343540263905269,-0.2945310215724361,-0.3864039337374598,-0.3405924772401532,-0.6429749173506781,0.0603181978213926,-0.4053389311969599,976
-0.5395746681792127,-0.4519795789930898,-0.2852599292446399,-0.4343253746527557,-0.2574826273791804,-0.4119211389097214,-0.4105554104619461,0.4469889325214641,-0.344857696390385,-0.5139104021999523,387
0.1475559522498216,1.0292606158091704,-0.0380723993881459,2.750476148558247,0.3888060268809479,0.5719088827319174,1.1334541502948632,0.5832344137554819,-0.6425379451990378,-0.1339102536894789,4416
-0.5567033878067186,-0.2810672488235983,-0.1204682426736439,-0.2677064608823744,-0.2574826273791804,-0.3334793600468433,-0.2730420589570428,-0.0979929924146069,-0.7996469654036047,-0.4641484779902474,286
-0.553589075147172,-0.5849113913471388,-0.2852599292446399,-0.2629459204889349,-0.2945310215724361,-0.3892391787566,-0.4346805598487713,-0.5067294361166603,-0.6342690493987975,-0.4731961005738301,305
-0.583599724411893,-0.5849113913471388,-0.2852599292446399,-0.2296221377348586,-0.3068804863035214,-0.3769531170069926,-0.391255290952486,-0.2342384736486248,-0.8492603402050468,-0.4234341763641253,129
-0.0016479360757247,6.745328547033276,-0.2264057554692841,0.7129648601661555,1.8398681327834652,2.458291902133177,0.2215235034728727,-0.0979929924146069,-0.8575292360052872,4.050615191217519,4266
-0.5432552195041314,-0.5849113913471388,-0.1086974079185727,-0.3676778091446032,-0.2924727774505886,-0.382623607045273,-0.3140548129146456,-0.7792203985846959,-0.5267734039956729,-0.3058150827775502,440
-0.412737207135864,-0.5849113913471388,-0.2852599292446399,-0.4010015918986794,-0.2821815568413509,-0.3561613201999647,-0.4129679254006287,-0.9154658798187136,0.0520493020211522,-0.2153388569417232,1362
-0.2469708378481838,-0.5849113913471388,-0.1675515816939284,0.0988551494124644,-0.0290175298541031,-0.1690351489367135,-0.1500037970842345,-0.3704839548826426,-0.2952443215889428,-0.1384340649812703,2533
-0.5736905477678813,-0.5564260029855569,-0.2852599292446399,-0.1391718702595088,-0.1895605713582114,-0.3249736249894228,-0.227204275122075,0.1744979700534286,-0.8409914444048064,-0.3691484408626291,225
0.9579850420636292,0.8868336740012607,-0.2852599292446399,-0.2819880820626928,0.2570784030827052,0.3205171577014891,0.0429973980103666,0.5832344137554819,0.1347382600235558,0.9608520789240276,11045
4.031953196702377,2.434539774980545,1.386198605975462,0.5558670271826531,0.6522612744774334,2.8098622845065577,2.8897650256557346,2.081934707329677,-0.1877486761858181,7.769188073070008,32760
-0.2551812984960792,-0.5849113913471388,-0.2264057554692841,-0.3010302436364507,-0.313055218669064,-0.3911293421026934,-0.3381799623014707,-0.0979929924146069,1.3502659426588886,-0.3691484408626291,2054
-0.5698684367766197,-0.5849113913471388,-0.2852599292446399,-0.4010015918986794,-0.335695904009387,-0.399635077160114,-0.4214117276860175,-0.2342384736486248,-0.6508068409992782,-0.2605769698596367,252
-0.2711775407928408,0.4880382369391137,-0.1675515816939284,0.8653021527562184,-0.0928230976313769,0.0095852872691171,0.1129603312321595,-0.0979929924146069,-0.576386778797115,-0.3872436860297945,2362
-0.1861001813206839,-0.2430867310081557,-0.2852599292446399,-0.0725243047513563,0.0697781879945788,-0.187936782397648,-0.3152610703839868,-0.5067294361166603,-0.2704376341882217,-0.5139104021999523,2459
0.6268769824872982,0.7444067321933511,0.5033859993451266,-0.0011161988497643,-0.0681241681692064,0.0067500422499769,0.1612106300058098,1.6731982636276244,0.482031883633651,-0.2334341021088886,8706
-0.4965405296109337,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.2204342331859246,-0.3372596867390302,-0.4177929552779937,-0.3704839548826426,-0.485428924994471,-0.2198626682335145,770
0.5426489810131994,-0.5279406146239749,0.9389068852827588,-0.2962697032430112,-0.2471914067699426,-0.2673236429335727,-0.1584475993696233,3.716880482137892,2.3177267512870103,-0.3193865166529243,8111
-0.4976730069416779,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.3192299510346066,-0.44405391579331,-0.4141741828699699,0.3107434512874463,2.731171541299028,-0.4912913457409955,762
-0.5823256874148057,-0.5849113913471388,-0.2264057554692841,-0.2867486224561323,-0.3233464392783017,-0.4034154038523009,-0.349036279525542,-1.0517113610527316,-0.7831091738031238,-0.4008151199051685,136
-0.5445292565012185,-0.2430867310081557,-0.2852599292446399,-0.386719970718361,-0.3439288804967771,-0.3911293421026934,-0.3671301415656609,-1.0517113610527316,-0.5681178829968746,-0.4234341763641253,358
-0.5234368662161081,-0.3475331550006227,0.53869850361034,-0.3010302436364507,-0.2780650685976558,-0.300401501490208,-0.2308230475300988,-0.3704839548826426,-0.7417646948019221,-0.4505770441148733,481
-0.0616692346051665,1.9882686906490952,-0.049843234143217,0.6082329715104873,0.4361456416834414,0.8166850360510187,0.9802594516885236,-0.0979929924146069,-0.7748402780028836,1.5172808678143634,3189
2.57955102002296,2.292112833172636,-0.2852599292446399,1.646030777280291,1.4302775525358045,1.512265147413407,2.033322222423441,0.0382524888194108,-0.0802530307826934,1.4946618113554069,22500
1.1782518828933732,0.4310674602159498,0.2326567999784903,-0.2962697032430112,-0.195735303723754,-0.2210146409542833,-0.1307036775747744,0.5832344137554819,2.8552049783026336,-0.5139104021999523,11719
-0.5710009141073639,-0.4899600968085323,-0.2852599292446399,-0.2962697032430112,-0.2677738479884181,-0.3637219735843385,-0.311642297975963,-0.5067294361166603,-0.8244536528043257,-0.3962913086133772,183
-0.3527159086064221,-0.5849113913471388,-0.2852599292446399,-0.3629172687511637,-0.2430749185262475,-0.3514359118347311,-0.3707489139736846,-0.5067294361166603,0.093393781022354,-0.3374817618200896,1482
-0.4284503300999395,-0.3855136728160653,0.4209901560596286,-0.3629172687511637,-0.3068804863035214,-0.187936782397648,-0.072803319046394,0.3107434512874463,-0.6177312577983168,0.3275184980732386,1251
-0.4447296917293872,0.1462135766001306,-0.2852599292446399,-0.4343253746527557,-0.1298714918246327,-0.2720490512988063,-0.4346805598487713,-0.0979929924146069,-0.5846556745973553,-0.4822437231574128,943
-0.1477375117417246,-0.2715721193697376,-0.1675515816939284,-0.2010588953742219,-0.2430749185262475,-0.3060719915284884,-0.2477106521008764,0.3107434512874463,0.391074029831007,-0.4505770441148733,2684
-0.5023444759309976,-0.5849113913471388,-0.1086974079185727,-0.2010588953742219,-0.3007057539379787,-0.3684473819495721,-0.4153804403393112,0.0382524888194108,-0.3531265921906253,-0.3284341392365069,729
-0.0916798838698874,-0.4045039317237866,-0.1675515816939284,-0.0296794412104011,-0.1751528625052786,-0.0452294497675927,-0.3080235255679392,-0.2342384736486248,-0.2869754257887024,0.4903757045777272,3630
5.351289287019354,1.7698807132103005,0.6564068511610515,0.3130794671172404,3.811666001513411,2.4819189439593448,3.3203989422105638,2.081934707329677,-0.071984134982453,2.2410906745009798,34085
-0.1408010880909165,-0.0436890124770822,-0.049843234143217,-0.3200724052102085,-0.2718903362321132,-0.3155228082589556,-0.2621857417329715,-0.7792203985846959,0.5729897374362948,-0.4822437231574128,2856
0.3763163730601471,0.5734944020238595,-0.2852599292446399,-0.0582426835710379,0.3682235856624725,0.1730844167062002,-0.2585669693249477,-0.3704839548826426,-0.2621687383879814,-0.0751007068961914,5757
-0.5162173232326139,-0.5564260029855569,0.0678651134074943,-0.386719970718361,-0.3048222421816738,-0.338204768412077,-0.4346805598487713,0.8557253762235175,-0.5681178829968746,-0.0931959520633568,631
-0.2963751614018989,-0.4519795789930898,-0.2852599292446399,-0.4343253746527557,0.3229422149818266,-0.1491884338027323,-0.1861915211644723,-0.0979929924146069,-0.4275466543927885,-0.2062912343581405,2184
2.369193355837227,7.201094760818587,3.375469679582485,4.978409052687916,4.227431314126615,4.911723925362471,5.527850111105064,3.853125963371909,-0.667344632599759,1.5398999242733202,21014
-0.534478520190864,-0.3570282844544834,-0.2852599292446399,-0.3533961879642848,-0.2883562892068935,-0.4024703221792541,-0.3478300220562008,-0.6429749173506781,-0.4110088627923078,-0.4958151570327869,417
-0.2257368878967303,-0.100659789200246,0.7623443639566917,-0.2724670012758138,-0.2883562892068935,-0.2077834975316291,-0.3502425369948833,0.0382524888194108,-0.1464041971846163,0.0877564996082971,2683
0.3379537034811878,-0.0531841419309428,-0.2852599292446399,-0.0677637643579168,-0.1833858389926688,-0.2540924995109186,-0.1608601143083058,-0.6429749173506781,1.1270057560523987,-0.4415294215312906,5532
0.2156461517608158,-0.0531841419309428,0.6093235121407669,-0.1582140318332667,0.5987469273093974,0.4084097532948343,0.6316510430489002,-0.3704839548826426,-0.5433111955961535,0.5537090626628061,4815
-0.5636398114575267,-0.5279406146239749,-0.2852599292446399,-0.3676778091446032,-0.2883562892068935,-0.3977449138140205,-0.4009053507072161,-0.9154658798187136,-0.667344632599759,-0.4596246666984561,246
-0.4884716286293813,-0.4329893200853685,-0.2852599292446399,-0.4343253746527557,-0.2698320921102656,-0.4090858938905812,-0.4346805598487713,-1.0517113610527316,0.0768559894218732,-0.5139104021999523,686
-0.4823845629766314,-0.3285428960929015,-0.2852599292446399,-0.0582426835710379,-0.1628033977741934,-0.2285752943386571,-0.0740095765157353,0.5832344137554819,-0.8161847570040853,-0.0389102165618606,470
-0.5381590715157825,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.2945310215724361,-0.4090858938905812,-0.4346805598487713,-0.9154658798187136,-0.369664383791106,-0.3872436860297945,395
-0.4298659267633698,-0.4424844495392291,-0.2852599292446399,-0.3343540263905269,-0.2615991156228754,-0.317412971605049,-0.3007859807518917,-0.7792203985846959,-0.3779332795913463,-0.2696245924432194,1080
-0.4079241784802012,-0.3285428960929015,-0.2852599292446399,-0.2962697032430112,-0.2513078950136377,-0.3627768919112918,-0.3080235255679392,-0.2342384736486248,0.1512760516240365,-0.4958151570327869,1396
-0.1903469713109746,-0.3285428960929015,-0.2852599292446399,-0.0725243047513563,-0.1483956889212606,-0.1765958023210873,-0.2682170290796778,0.1744979700534286,-0.162941988785097,-0.1429578762730616,2933
0.0386965688320368,0.3456112951312041,-0.2852599292446399,-0.3343540263905269,-0.0845901211439868,-0.2247949676464702,-0.3647176266269784,0.0382524888194108,0.5399141542353335,-0.4958151570327869,4551
-0.0940863981977188,-0.5849113913471388,-0.1675515816939284,-0.2962697032430112,-0.0228427974885605,-0.2484220094726383,-0.4274430150327237,-0.6429749173506781,0.1347382600235558,-0.4189103650723339,2999
-0.2459799201837827,1.2381534637941043,-0.2852599292446399,0.3178400075106798,0.1809233705743461,1.4149217350895944,1.5110127381986769,0.3107434512874463,-0.8657981318055274,4.046091379925728,2540
-0.6011531230384278,-0.5849113913471388,-0.2264057554692841,-0.4343253746527557,-0.313055218669064,-0.4053055671983943,-0.4346805598487713,-0.9154658798187136,-0.9402181940076908,-0.3465293844036723,26
-0.5290992528698291,-0.5564260029855569,-0.2852599292446399,-0.4343253746527557,-0.2410166744044,-0.4071957305444877,-0.4346805598487713,-0.9154658798187136,-0.3117821131894235,-0.5139104021999523,448
-0.4509583170484803,-0.1671256953772705,0.3032818085089171,-0.1486929510463877,-0.1566286654086507,-0.2295203760117038,-0.1246723902280681,-0.7792203985846959,-0.667344632599759,-0.4596246666984561,906
-0.5756723830966837,-0.5279406146239749,-0.2852599292446399,-0.4010015918986794,-0.3439288804967771,-0.4487793241585436,-0.4226179851553587,0.5832344137554819,0.482031883633651,-0.5139104021999523,211
-0.3614926079196896,-0.5849113913471388,0.4798443298349843,0.7653308044939896,0.4834852564859349,0.8781153447990557,0.0188722486235414,0.4469889325214641,-0.8740670276057679,1.4403760758539104,1724
-0.3477613202844163,-0.5849113913471388,0.12671928718285,-0.4010015918986794,-0.3377541481312345,-0.3967998321409738,-0.349036279525542,-0.5067294361166603,0.9781656316480724,-0.3962913086133772,1584
-0.5803438520860034,-0.2810672488235983,-0.2852599292446399,-0.3200724052102085,-0.2698320921102656,-0.3703375452956656,-0.4346805598487713,-0.2342384736486248,-0.8409914444048064,-0.5139104021999523,148
3.7404818437020926,5.482476329669811,1.2567194236696797,2.3267880535421344,0.969230869241955,1.78539375092391,2.2444172795581614,2.081934707329677,-0.0885219265829339,0.540137628787432,25482
-0.5088562205827767,-0.0436890124770822,-0.2852599292446399,-0.0011161988497643,0.1191760469189199,-0.0423942047484526,-0.3357674473627882,-0.5067294361166603,-0.8492603402050468,-0.0524816504372346,683
-0.1756247660113002,-0.4045039317237866,-0.2852599292446399,-0.3629172687511637,-0.3007057539379787,-0.3958547504679271,-0.4214117276860175,-0.6429749173506781,2.0944665646805207,-0.4596246666984561,2521
-0.1903469713109746,-0.1576305659234099,-0.1675515816939284,-0.2391432185217376,-0.1875023272363639,-0.2068384158585824,-0.1355287074521394,0.0382524888194108,-0.071984134982453,-0.0796245181879827,2933
-0.5213134712209627,-0.5849113913471388,-0.2852599292446399,-0.4343253746527557,-0.146337444799413,-0.3750629536608992,-0.3188798427920106,-0.9154658798187136,-0.5185045081954325,-0.5139104021999523,494
-0.5367434748523523,-0.5184454851701144,-0.2852599292446399,-0.3533961879642848,-0.2965892656942837,-0.3920744237757402,-0.3683363990350021,-0.2342384736486248,-0.4110088627923078,-0.4008151199051685,486
0.0958866740346182,-0.4139990611776472,-0.2852599292446399,0.5939513503301689,-0.1154637829716999,0.0171459406534909,0.1346729656803022,2.8994075947337845,-0.162941988785097,0.060613631857549,4955
0.2633517593184146,-0.0246987535693609,-0.2852599292446399,0.0655313666583881,-0.1134055388498524,-0.0348335513640788,-0.0052529007632836,-0.2342384736486248,0.1512760516240365,0.1420422351097933,6138
-0.358095175927457,-0.1481354364695493,-0.2852599292446399,-0.1629745722267061,-0.0784153887784441,-0.2427515194343579,-0.1572413419002821,0.1744979700534286,-0.4523533417935096,-0.342005573111881,1451
-0.5524565978164279,-0.5469308735316962,-0.2852599292446399,-0.2296221377348586,-0.1442792006775655,-0.2314105393577972,-0.4346805598487713,-0.9154658798187136,-0.8657981318055274,-0.161053121440227,311
